"","WINS","bt_H","bt_2B","bt_3B","bt_HR","bt_BB","bt_SO","br_SB","br_CS","ph_H","ph_HR","ph_BB","ph_SO","fd_E","fd_DP","bt_1B","BB"
"2235",85,1350,244,49,119,495,885,170,77,1358,120,498,890,122,153,938,0.993975903614458
"2236",78,1410,257,50,111,540,1022,194,96,1419,112,543,1028,134,133,992,0.994475138121547
"2237",91,1467,310,39,120,501,918,166,74,1467,120,501,918,147,122,998,1
"2238",81,1400,260,48,107,454,1053,189,89,1400,107,454,1053,142,145,985,1
"2239",81,1353,267,30,100,572,958,160,70,1353,100,572,958,136,126,956,1
"2240",85,1363,227,43,114,576,1024,235,99,1363,114,576,1024,110,134,979,1
"2241",71,1337,237,42,96,487,1063,222,101,1345,97,490,1070,132,129,962,0.993877551020408
"2242",105,1579,350,43,153,539,951,195,51,2244,217,766,1351,134,128,1033,0.703655352480418
"2243",74,1427,298,27,133,450,1014,135,55,1605,150,506,1141,123,134,969,0.889328063241107
"2244",88,1441,297,27,148,492,1077,108,34,1441,148,492,1077,126,121,969,1
"2245",65,1348,280,32,147,439,1058,91,46,1348,147,439,1058,155,127,889,1
"2246",68,1473,320,47,163,438,939,70,51,1473,163,438,939,160,126,943,1
"2247",67,1475,310,35,178,476,1048,58,48,1475,178,476,1048,132,151,952,1
"2248",68,1361,320,28,131,478,1071,101,51,1361,131,478,1071,108,139,882,1
"2249",83,1432,300,36,162,575,1104,118,64,1432,162,575,1104,139,160,934,1
"2250",83,1404,294,25,144,522,990,100,39,1404,144,522,990,102,152,941,1
"2251",67,1361,276,27,151,496,925,109,38,1361,151,496,925,99,171,907,1
"2252",81,1367,311,32,117,491,1090,45,45,1367,117,491,1090,92,156,907,1
"2253",71,1437,322,22,164,594,1156,123,62,1437,164,594,1156,131,123,929,1
